Size,Seq,Par,Libc
45, 0.000002, 0.000756, 0.000002
45, 0.000002, 0.000677, 0.000002
45, 0.000004, 0.000696, 0.000002
50, 0.000002, 0.000916, 0.000002
50, 0.000002, 0.000802, 0.000002
50, 0.000004, 0.000943, 0.000002
50, 0.000002, 0.000762, 0.000002
50, 0.000002, 0.000688, 0.000003
50, 0.000003, 0.000530, 0.000002
50, 0.000002, 0.000734, 0.000002
50, 0.000002, 0.000633, 0.000002
50, 0.000003, 0.000595, 0.000002
50, 0.000002, 0.000712, 0.000002
55, 0.000003, 0.000785, 0.000003
55, 0.000003, 0.000996, 0.000002
55, 0.000002, 0.001007, 0.000003
55, 0.000005, 0.001092, 0.000003
55, 0.000003, 0.000881, 0.000002
55, 0.000002, 0.000865, 0.000003
55, 0.000006, 0.000888, 0.000002
55, 0.000003, 0.000915, 0.000002
55, 0.000002, 0.001048, 0.000002
55, 0.000003, 0.000882, 0.000002
60, 0.000003, 0.000918, 0.000003
60, 0.000006, 0.000826, 0.000003
60, 0.000002, 0.000595, 0.000002
60, 0.000003, 0.000658, 0.000002
60, 0.000004, 0.000714, 0.000002
60, 0.000004, 0.000897, 0.000003
60, 0.000003, 0.000756, 0.000002
60, 0.000003, 0.000935, 0.000003
60, 0.000003, 0.000980, 0.000002
60, 0.000003, 0.000987, 0.000002
65, 0.000003, 0.001281, 0.000003
65, 0.000003, 0.001096, 0.000002
65, 0.000005, 0.001082, 0.000003
65, 0.000004, 0.001199, 0.000003
65, 0.000003, 0.001213, 0.000002
65, 0.000004, 0.001211, 0.000003
65, 0.000004, 0.001063, 0.000003
65, 0.000003, 0.001121, 0.000002
65, 0.000003, 0.000966, 0.000003
65, 0.000003, 0.001256, 0.000002
70, 0.000003, 0.000813, 0.000003
70, 0.000004, 0.000767, 0.000003
70, 0.000004, 0.001022, 0.000003
70, 0.000003, 0.001211, 0.000003
70, 0.000004, 0.001260, 0.000003
70, 0.000004, 0.001287, 0.000003
70, 0.000004, 0.000926, 0.000003
70, 0.000003, 0.000968, 0.000003
70, 0.000003, 0.001074, 0.000003
70, 0.000004, 0.000885, 0.000003
75, 0.000004, 0.001103, 0.000004
75, 0.000004, 0.001403, 0.000004
75, 0.000004, 0.000882, 0.000004
75, 0.000004, 0.001217, 0.000003
75, 0.000004, 0.001190, 0.000003
75, 0.000004, 0.001106, 0.000004
75, 0.000004, 0.001229, 0.000003
75, 0.000003, 0.001499, 0.000004
75, 0.000004, 0.001411, 0.000003
75, 0.000004, 0.001061, 0.000003
80, 0.000004, 0.001465, 0.000004
80, 0.000008, 0.001601, 0.000004
80, 0.000005, 0.001460, 0.000003
80, 0.000005, 0.001354, 0.000003
80, 0.000004, 0.001248, 0.000004
80, 0.000005, 0.001303, 0.000003
80, 0.000005, 0.001312, 0.000003
80, 0.000004, 0.001506, 0.000004
80, 0.000005, 0.001631, 0.000004
80, 0.000005, 0.001607, 0.000003
85, 0.000004, 0.001379, 0.000004
85, 0.000005, 0.000941, 0.000004
85, 0.000005, 0.001093, 0.000004
85, 0.000005, 0.000997, 0.000003
85, 0.000005, 0.001782, 0.000003
85, 0.000005, 0.001465, 0.000004
85, 0.000005, 0.001582, 0.000003
85, 0.000004, 0.001474, 0.000003
85, 0.000004, 0.001632, 0.000003
85, 0.000004, 0.001460, 0.000003
90, 0.000004, 0.001488, 0.000004
90, 0.000005, 0.001449, 0.000004
90, 0.000005, 0.001552, 0.000004
90, 0.000005, 0.001617, 0.000005
90, 0.000005, 0.001120, 0.000004
90, 0.000005, 0.001039, 0.000004
90, 0.000005, 0.000980, 0.000004
90, 0.000004, 0.001726, 0.000004
90, 0.000005, 0.001469, 0.000004
90, 0.000005, 0.001311, 0.000004
95, 0.000006, 0.002083, 0.000004
95, 0.000008, 0.001592, 0.000004
95, 0.000005, 0.001901, 0.000005
95, 0.000005, 0.001696, 0.000004
95, 0.000005, 0.001911, 0.000004
95, 0.000005, 0.001629, 0.000004
95, 0.000005, 0.001487, 0.000004
95, 0.000005, 0.002008, 0.000004
95, 0.000005, 0.001583, 0.000004
95, 0.000005, 0.001134, 0.000004
100, 0.000006, 0.001278, 0.000005
100, 0.000005, 0.002159, 0.000005
100, 0.000006, 0.001846, 0.000004
100, 0.000006, 0.001876, 0.000004
100, 0.000005, 0.001999, 0.000004
100, 0.000006, 0.002123, 0.000005
100, 0.000005, 0.001896, 0.000004
100, 0.000005, 0.001957, 0.000004
100, 0.000006, 0.002105, 0.000004
100, 0.000005, 0.002005, 0.000004
100, 0.000005, 0.001049, 0.000004
100, 0.000005, 0.001274, 0.000005
100, 0.000006, 0.001274, 0.000005
100, 0.000006, 0.001951, 0.000004
100, 0.000005, 0.001994, 0.000005
100, 0.000005, 0.001917, 0.000004
100, 0.000005, 0.002298, 0.000004
100, 0.000009, 0.002154, 0.000004
100, 0.000005, 0.002221, 0.000004
100, 0.000005, 0.001824, 0.000005
150, 0.000008, 0.002881, 0.000007
150, 0.000009, 0.002036, 0.000007
150, 0.000008, 0.002618, 0.000007
150, 0.000008, 0.002972, 0.000008
150, 0.000008, 0.002532, 0.000007
150, 0.000011, 0.002712, 0.000007
150, 0.000008, 0.002327, 0.000008
150, 0.000008, 0.002787, 0.000007
150, 0.000008, 0.002684, 0.000007
150, 0.000008, 0.002546, 0.000008
200, 0.000012, 0.003985, 0.000011
200, 0.000012, 0.003711, 0.000010
200, 0.000012, 0.002270, 0.000010
200, 0.000012, 0.001907, 0.000010
200, 0.000011, 0.003454, 0.000010
200, 0.000012, 0.003554, 0.000010
200, 0.000012, 0.002831, 0.000011
200, 0.000012, 0.003294, 0.000010
200, 0.000012, 0.003650, 0.000009
200, 0.000012, 0.003416, 0.000010
250, 0.000013, 0.004822, 0.000013
250, 0.000015, 0.002669, 0.000014
250, 0.000013, 0.002951, 0.000013
250, 0.000015, 0.002771, 0.000013
250, 0.000014, 0.002614, 0.000013
250, 0.000013, 0.003857, 0.000013
250, 0.000015, 0.004600, 0.000013
250, 0.000014, 0.004678, 0.000014
250, 0.000014, 0.004045, 0.000013
250, 0.000014, 0.004284, 0.000013
300, 0.000018, 0.005423, 0.000017
300, 0.000018, 0.004322, 0.000016
300, 0.000018, 0.005582, 0.000017
300, 0.000017, 0.004135, 0.000016
300, 0.000018, 0.003871, 0.000016
300, 0.000018, 0.004498, 0.000016
300, 0.000018, 0.002020, 0.000016
300, 0.000017, 0.002485, 0.000017
300, 0.000018, 0.004001, 0.000017
300, 0.000018, 0.004530, 0.000017
350, 0.000020, 0.005294, 0.000020
350, 0.000020, 0.004579, 0.000020
350, 0.000021, 0.004784, 0.000020
350, 0.000021, 0.003236, 0.000020
350, 0.000021, 0.002994, 0.000021
350, 0.000020, 0.004175, 0.000019
350, 0.000022, 0.003985, 0.000020
350, 0.000021, 0.005241, 0.000020
350, 0.000021, 0.004801, 0.000020
350, 0.000021, 0.004991, 0.000020
400, 0.000024, 0.004685, 0.000023
400, 0.000024, 0.004112, 0.000023
400, 0.000023, 0.004877, 0.000023
400, 0.000024, 0.004553, 0.000022
400, 0.000023, 0.004576, 0.000023
400, 0.000024, 0.005675, 0.000023
400, 0.000024, 0.004479, 0.000023
400, 0.000024, 0.004004, 0.000022
400, 0.000023, 0.004408, 0.000023
400, 0.000023, 0.005052, 0.000023
450, 0.000028, 0.005737, 0.000026
450, 0.000028, 0.005623, 0.000026
450, 0.000028, 0.005905, 0.000025
450, 0.000028, 0.004675, 0.000025
450, 0.000028, 0.003591, 0.000029
450, 0.000028, 0.006032, 0.000025
450, 0.000028, 0.005702, 0.000026
450, 0.000028, 0.005162, 0.000025
450, 0.000029, 0.006191, 0.000024
450, 0.000028, 0.004160, 0.000026
500, 0.000032, 0.002084, 0.000029
500, 0.000032, 0.003659, 0.000029
500, 0.000033, 0.003324, 0.000029
500, 0.000032, 0.006241, 0.000030
500, 0.000036, 0.006142, 0.000031
500, 0.000032, 0.005760, 0.000029
500, 0.000032, 0.005888, 0.000029
500, 0.000032, 0.005056, 0.000030
500, 0.000033, 0.005606, 0.000029
500, 0.000031, 0.006261, 0.000030
550, 0.000034, 0.004604, 0.000033
550, 0.000036, 0.006100, 0.000033
550, 0.000035, 0.003151, 0.000032
550, 0.000035, 0.004199, 0.000032
550, 0.000035, 0.005481, 0.000033
550, 0.000036, 0.005253, 0.000032
550, 0.000036, 0.004662, 0.000034
550, 0.000035, 0.005615, 0.000032
550, 0.000036, 0.004140, 0.000032
550, 0.000036, 0.003666, 0.000032
600, 0.000038, 0.006180, 0.000037
600, 0.000038, 0.006224, 0.000037
600, 0.000037, 0.004780, 0.000036
600, 0.000038, 0.006249, 0.000037
600, 0.000038, 0.005109, 0.000037
600, 0.000037, 0.005934, 0.000037
600, 0.000038, 0.006164, 0.000037
600, 0.000037, 0.006857, 0.000036
600, 0.000039, 0.006481, 0.000037
600, 0.000038, 0.006502, 0.000038
650, 0.000042, 0.004347, 0.000039
650, 0.000043, 0.004621, 0.000041
650, 0.000042, 0.006506, 0.000039
650, 0.000042, 0.005788, 0.000039
650, 0.000043, 0.005842, 0.000039
650, 0.000043, 0.004739, 0.000041
650, 0.000041, 0.004543, 0.000040
650, 0.000040, 0.002762, 0.000039
650, 0.000043, 0.005259, 0.000043
650, 0.000042, 0.004615, 0.000039
700, 0.000048, 0.008355, 0.000044
700, 0.000047, 0.007738, 0.000045
700, 0.000046, 0.005601, 0.000043
700, 0.000042, 0.007687, 0.000033
700, 0.000056, 0.007962, 0.000044
700, 0.000047, 0.008014, 0.000042
700, 0.000049, 0.006327, 0.000043
700, 0.000045, 0.006766, 0.000043
700, 0.000045, 0.006970, 0.000043
700, 0.000047, 0.007792, 0.000043
750, 0.000050, 0.007539, 0.000051
750, 0.000050, 0.005483, 0.000048
750, 0.000050, 0.007251, 0.000047
750, 0.000050, 0.007354, 0.000047
750, 0.000051, 0.006984, 0.000046
750, 0.000051, 0.007266, 0.000046
750, 0.000048, 0.007088, 0.000046
750, 0.000050, 0.006832, 0.000047
750, 0.000050, 0.007487, 0.000046
750, 0.000051, 0.006657, 0.000048
800, 0.000058, 0.006282, 0.000052
800, 0.000055, 0.004312, 0.000051
800, 0.000055, 0.007236, 0.000051
800, 0.000055, 0.007424, 0.000051
800, 0.000059, 0.006844, 0.000051
800, 0.000053, 0.006827, 0.000051
800, 0.000055, 0.004680, 0.000052
800, 0.000056, 0.004186, 0.000051
800, 0.000053, 0.004518, 0.000050
800, 0.000056, 0.004440, 0.000051
850, 0.000057, 0.008214, 0.000056
850, 0.000060, 0.007943, 0.000056
850, 0.000056, 0.008760, 0.000056
850, 0.000055, 0.008548, 0.000055
850, 0.000056, 0.007115, 0.000056
850, 0.000057, 0.007611, 0.000055
850, 0.000057, 0.004897, 0.000055
850, 0.000057, 0.008281, 0.000056
850, 0.000057, 0.006497, 0.000054
850, 0.000058, 0.006253, 0.000055
900, 0.000059, 0.008106, 0.000059
900, 0.000060, 0.005368, 0.000058
900, 0.000060, 0.007835, 0.000058
900, 0.000061, 0.006794, 0.000057
900, 0.000059, 0.007753, 0.000057
900, 0.000062, 0.006836, 0.000057
900, 0.000060, 0.006787, 0.000056
900, 0.000061, 0.006846, 0.000057
900, 0.000061, 0.007634, 0.000057
900, 0.000061, 0.009071, 0.000057
950, 0.000065, 0.005713, 0.000060
950, 0.000068, 0.005459, 0.000060
950, 0.000065, 0.005378, 0.000059
950, 0.000063, 0.005930, 0.000064
950, 0.000065, 0.006684, 0.000060
950, 0.000063, 0.005950, 0.000060
950, 0.000064, 0.003795, 0.000060
950, 0.000065, 0.005221, 0.000060
950, 0.000065, 0.005899, 0.000060
950, 0.000064, 0.005360, 0.000059
1000, 0.000070, 0.008080, 0.000066
1000, 0.000071, 0.005726, 0.000067
1000, 0.000068, 0.004143, 0.000067
1000, 0.000071, 0.006183, 0.000067
1000, 0.000070, 0.007590, 0.000067
1000, 0.000067, 0.007029, 0.000068
1000, 0.000078, 0.007270, 0.000076
1000, 0.000069, 0.007698, 0.000066
1000, 0.000071, 0.008276, 0.000066
1000, 0.000067, 0.007147, 0.000067
1000, 0.000069, 0.007172, 0.000066
1000, 0.000081, 0.004880, 0.000066
1000, 0.000068, 0.006778, 0.000068
1000, 0.000068, 0.006219, 0.000065
1000, 0.000070, 0.007958, 0.000067
1000, 0.000069, 0.006242, 0.000067
1000, 0.000074, 0.005009, 0.000067
1000, 0.000072, 0.008434, 0.000066
1000, 0.000069, 0.007743, 0.000066
1000, 0.000070, 0.007486, 0.000067
1500, 0.000107, 0.006380, 0.000099
1500, 0.000110, 0.008166, 0.000099
1500, 0.000107, 0.008461, 0.000104
1500, 0.000108, 0.008962, 0.000100
1500, 0.000112, 0.008539, 0.000100
1500, 0.000110, 0.006366, 0.000104
1500, 0.000107, 0.008658, 0.000099
1500, 0.000108, 0.007730, 0.000100
1500, 0.000104, 0.007625, 0.000102
1500, 0.000108, 0.004946, 0.000099
2000, 0.000144, 0.011997, 0.000134
2000, 0.000143, 0.012038, 0.000139
2000, 0.000147, 0.008631, 0.000142
2000, 0.000144, 0.006950, 0.000142
2000, 0.000149, 0.010285, 0.000140
2000, 0.000149, 0.012270, 0.000130
2000, 0.000146, 0.011326, 0.000133
2000, 0.000147, 0.010146, 0.000128
2000, 0.000144, 0.010353, 0.000157
2000, 0.000145, 0.010128, 0.000130
2500, 0.000188, 0.010314, 0.000182
2500, 0.000189, 0.010444, 0.000184
2500, 0.000188, 0.009530, 0.000183
2500, 0.000193, 0.009991, 0.000184
2500, 0.000193, 0.012204, 0.000166
2500, 0.000188, 0.010853, 0.000169
2500, 0.000190, 0.006227, 0.000182
2500, 0.000189, 0.009727, 0.000183
2500, 0.000194, 0.012263, 0.000183
2500, 0.000190, 0.009819, 0.000185
3000, 0.000217, 0.011285, 0.000225
3000, 0.000224, 0.013248, 0.000205
3000, 0.000221, 0.010590, 0.000214
3000, 0.000224, 0.012437, 0.000200
3000, 0.000220, 0.012016, 0.000203
3000, 0.000221, 0.010808, 0.000198
3000, 0.000221, 0.011350, 0.000205
3000, 0.000222, 0.013633, 0.000204
3000, 0.000220, 0.010690, 0.000205
3000, 0.000223, 0.013283, 0.000208
3500, 0.000268, 0.015317, 0.000264
3500, 0.000266, 0.014389, 0.000245
3500, 0.000258, 0.016236, 0.000250
3500, 0.000270, 0.010340, 0.000249
3500, 0.000263, 0.010912, 0.000245
3500, 0.000274, 0.017308, 0.000243
3500, 0.000267, 0.012144, 0.000240
3500, 0.000267, 0.011380, 0.000244
3500, 0.000255, 0.011957, 0.000243
3500, 0.000256, 0.008223, 0.000251
4000, 0.000313, 0.011933, 0.000281
4000, 0.000328, 0.011414, 0.000288
4000, 0.000309, 0.010139, 0.000278
4000, 0.000314, 0.010609, 0.000283
4000, 0.000308, 0.013382, 0.000282
4000, 0.000308, 0.010974, 0.000291
4000, 0.000314, 0.011511, 0.000279
4000, 0.000307, 0.010091, 0.000277
4000, 0.000318, 0.010016, 0.000279
4000, 0.000310, 0.007886, 0.000300
4500, 0.000356, 0.014123, 0.000318
4500, 0.000356, 0.014790, 0.000323
4500, 0.000355, 0.014469, 0.000324
4500, 0.000354, 0.015148, 0.000319
4500, 0.000357, 0.012021, 0.000330
4500, 0.000359, 0.015410, 0.000323
4500, 0.000355, 0.013076, 0.000321
4500, 0.000356, 0.016195, 0.000322
4500, 0.000361, 0.012956, 0.000324
4500, 0.000368, 0.012345, 0.000321
5000, 0.000395, 0.012807, 0.000374
5000, 0.000394, 0.011365, 0.000354
5000, 0.000396, 0.012640, 0.000358
5000, 0.000416, 0.010339, 0.000354
5000, 0.000381, 0.012744, 0.000354
5000, 0.000400, 0.012613, 0.000376
5000, 0.000393, 0.011662, 0.000352
5000, 0.000393, 0.011017, 0.000361
5000, 0.000396, 0.008188, 0.000373
5000, 0.000405, 0.011401, 0.000355
5500, 0.000437, 0.009332, 0.000413
5500, 0.000434, 0.009378, 0.000418
5500, 0.000478, 0.008220, 0.000418
5500, 0.000450, 0.011013, 0.000397
5500, 0.000441, 0.008129, 0.000427
5500, 0.000440, 0.011329, 0.000392
5500, 0.000452, 0.009084, 0.000392
5500, 0.000441, 0.010480, 0.000397
5500, 0.000434, 0.009415, 0.000402
5500, 0.000434, 0.009354, 0.000396
6000, 0.000493, 0.012718, 0.000451
6000, 0.000481, 0.012834, 0.000465
6000, 0.000490, 0.014876, 0.000429
6000, 0.000482, 0.013276, 0.000427
6000, 0.000481, 0.013933, 0.000431
6000, 0.000485, 0.011913, 0.000431
6000, 0.000481, 0.009121, 0.000438
6000, 0.000481, 0.012861, 0.000429
6000, 0.000486, 0.014002, 0.000428
6000, 0.000481, 0.012288, 0.000427
6500, 0.000579, 0.013858, 0.000478
6500, 0.000516, 0.012052, 0.000476
6500, 0.000517, 0.016074, 0.000482
6500, 0.000514, 0.014205, 0.000479
6500, 0.000513, 0.013529, 0.000496
6500, 0.000499, 0.015169, 0.000484
6500, 0.000514, 0.013288, 0.000476
6500, 0.000511, 0.015630, 0.000476
6500, 0.000511, 0.014349, 0.000473
6500, 0.000514, 0.015381, 0.000484
7000, 0.000570, 0.014888, 0.000510
7000, 0.000562, 0.008907, 0.000507
7000, 0.000569, 0.011992, 0.000523
7000, 0.000562, 0.014201, 0.000520
7000, 0.000562, 0.012478, 0.000511
7000, 0.000570, 0.018481, 0.000526
7000, 0.000577, 0.013885, 0.000520
7000, 0.000571, 0.016429, 0.000521
7000, 0.000576, 0.013889, 0.000511
7000, 0.000578, 0.018725, 0.000512
7500, 0.000610, 0.010439, 0.000592
7500, 0.000614, 0.010603, 0.000589
7500, 0.000608, 0.010253, 0.000593
7500, 0.000604, 0.010009, 0.000611
7500, 0.000605, 0.013055, 0.000576
7500, 0.000606, 0.011407, 0.000559
7500, 0.000608, 0.010005, 0.000576
7500, 0.000603, 0.012193, 0.000561
7500, 0.000607, 0.013704, 0.000561
7500, 0.000628, 0.009487, 0.000566
8000, 0.000651, 0.013215, 0.000601
8000, 0.000678, 0.015415, 0.000669
8000, 0.000649, 0.017346, 0.000596
8000, 0.000653, 0.015123, 0.000598
8000, 0.000646, 0.012771, 0.000596
8000, 0.000651, 0.016297, 0.000594
8000, 0.000657, 0.016059, 0.000599
8000, 0.000651, 0.016499, 0.000596
8000, 0.000650, 0.016447, 0.000595
8000, 0.000650, 0.017182, 0.000602
8500, 0.000686, 0.013325, 0.000642
8500, 0.000710, 0.012704, 0.000657
8500, 0.000705, 0.014393, 0.000651
8500, 0.000734, 0.011760, 0.000653
8500, 0.000741, 0.015756, 0.000651
8500, 0.000709, 0.011476, 0.000644
8500, 0.000713, 0.013639, 0.000659
8500, 0.000728, 0.012958, 0.000662
8500, 0.000748, 0.010459, 0.000646
8500, 0.000715, 0.015728, 0.000651
9000, 0.000783, 0.015079, 0.000678
9000, 0.000772, 0.017533, 0.000700
9000, 0.000748, 0.010846, 0.000702
9000, 0.000789, 0.013641, 0.000864
9000, 0.000807, 0.018004, 0.000705
9000, 0.000753, 0.015796, 0.000691
9000, 0.000757, 0.014795, 0.000724
9000, 0.000809, 0.009741, 0.000748
9000, 0.000846, 0.019842, 0.000687
9000, 0.000762, 0.017606, 0.000698
9500, 0.000857, 0.018865, 0.000782
9500, 0.000817, 0.011614, 0.000754
9500, 0.000841, 0.017608, 0.000764
9500, 0.000824, 0.012646, 0.000741
9500, 0.000789, 0.015809, 0.000746
9500, 0.000826, 0.012525, 0.000757
9500, 0.000797, 0.014461, 0.000755
9500, 0.000818, 0.017714, 0.000759
9500, 0.000807, 0.011158, 0.000738
9500, 0.000831, 0.016928, 0.000758
10000, 0.000903, 0.013245, 0.000755
10000, 0.000862, 0.012228, 0.000774
10000, 0.000881, 0.012482, 0.000776
10000, 0.000887, 0.010632, 0.000758
10000, 0.000841, 0.013901, 0.000752
10000, 0.000851, 0.014105, 0.000758
10000, 0.000891, 0.010170, 0.000781
10000, 0.000866, 0.014376, 0.000790
10000, 0.000896, 0.013962, 0.000825
10000, 0.000881, 0.013929, 0.000771
10000, 0.000870, 0.012158, 0.000815
10000, 0.000942, 0.014213, 0.000780
10000, 0.000897, 0.013257, 0.000778
10000, 0.000940, 0.010612, 0.000774
10000, 0.000910, 0.013889, 0.000774
10000, 0.000908, 0.012857, 0.000764
10000, 0.000916, 0.015424, 0.000776
10000, 0.000926, 0.013458, 0.000779
10000, 0.000891, 0.014346, 0.000777
10000, 0.000853, 0.014177, 0.000788
15000, 0.001405, 0.010246, 0.001221
15000, 0.001328, 0.016120, 0.001259
15000, 0.001334, 0.014268, 0.001196
15000, 0.001298, 0.012079, 0.001197
15000, 0.001314, 0.016138, 0.001198
15000, 0.001368, 0.017076, 0.001212
15000, 0.001315, 0.015624, 0.001218
15000, 0.001354, 0.016876, 0.001215
15000, 0.001337, 0.018823, 0.001212
15000, 0.001374, 0.015092, 0.001207
20000, 0.001778, 0.015204, 0.001656
20000, 0.001830, 0.016308, 0.001649
20000, 0.001812, 0.014039, 0.001644
20000, 0.001781, 0.011461, 0.001644
20000, 0.001792, 0.014996, 0.001679
20000, 0.001788, 0.014832, 0.001664
20000, 0.001823, 0.017183, 0.001645
20000, 0.001861, 0.014516, 0.001675
